#tactical-fusion-cyber/1	capec	2026-09-24T14:52:19Z	capec-1000.csv
CWE-1007	[{"id":"CAPEC-632","name":"Homograph Attack via Homoglyphs","abstraction":"Detailed","severity":"Medium","likelihood":"Low","summary":"An adversary registers a domain name containing a homoglyph, leading the registered domain to appear the same as a trusted domain."}]
CWE-1021	[{"id":"CAPEC-103","name":"Clickjacking","abstraction":"Standard","severity":"High","likelihood":"Medium","summary":"An adversary tricks a victim into unknowingly initiating some action in one system while interacting with the UI from a seemingly completely different, usually an adversary controlled or intended, system."},{"id":"CAPEC-181","name":"Flash File Overlay","abstraction":"Detailed","severity":"Medium","summary":"An attacker creates a transparent overlay using flash in order to intercept user actions for the purpose of performing a clickjacking attack."},{"id":"CAPEC-222","name":"iFrame Overlay","abstraction":"Detailed","severity":"High","likelihood":"Medium","summary":"In an iFrame overlay attack the victim is tricked into unknowingly initiating some action in one system while interacting with the UI from seemingly completely different system."},{"id":"CAPEC-504","name":"Task Impersonation","abstraction":"Standard","severity":"High","likelihood":"Medium","summary":"An adversary, through a previously installed malicious application, impersonates an expected or routine task in an attempt to steal sensitive information or leverage a user's privileges."},{"id":"CAPEC-506","name":"Tapjacking","abstraction":"Standard","severity":"Low","likelihood":"Low","summary":"An adversary, through a previously installed malicious application, displays an interface that misleads the user and convinces them to tap on an attacker desired location on the screen."},{"id":"CAPEC-587","name":"Cross Frame Scripting (XFS)","abstraction":"Detailed","severity":"High","summary":"This attack pattern combines malicious Javascript and a legitimate webpage loaded into a concealed iframe."},{"id":"CAPEC-654","name":"Credential Prompt Impersonation","abstraction":"Detailed","severity":"High","likelihood":"Medium","summary":"An adversary, through a previously installed malicious application, impersonates a credential prompt in an attempt to steal a user's credentials."}]
CWE-1037	[{"id":"CAPEC-663","name":"Exploitation of Transient Instruction Execution","abstraction":"Standard","severity":"Very High","likelihood":"Low","summary":"An adversary exploits a hardware design flaw in a CPU implementation of transient instruction execution to expose sensitive data and bypass/subvert access control over restricted resources."}]
CWE-112	[{"id":"CAPEC-230","name":"Serialized Data with Nested Payloads","abstraction":"Standard","severity":"High","likelihood":"Medium","summary":"Applications often need to transform data in and out of a data format (e.g., XML and YAML) by using a parser."},{"id":"CAPEC-231","name":"Oversized Serialized Data Payloads","abstraction":"Standard","severity":"High","likelihood":"Medium","summary":"An adversary injects oversized serialized data payloads into a parser during data processing to produce adverse effects upon the parser such as exhausting system resources and arbitrary code execution."}]
CWE-113	[{"id":"CAPEC-31","name":"Accessing/Intercepting/Modifying HTTP Cookies","abstraction":"Detailed","severity":"High","likelihood":"High","summary":"This attack relies on the use of HTTP Cookies to store credentials, state information and other critical data on client systems."},{"id":"CAPEC-34","name":"HTTP Response Splitting","abstraction":"Detailed","severity":"High","likelihood":"Medium","summary":"An adversary manipulates and injects malicious content, in the form of secret unauthorized HTTP responses, into a single HTTP response from a vulnerable or compromised back-end HTTP agent (e.g., web server) or into an already spoofed HTTP response from an adversary controlled domain/site."},{"id":"CAPEC-85","name":"AJAX Footprinting","abstraction":"Detailed","severity":"Low","likelihood":"High","summary":"This attack utilizes the frequent client-server roundtrips in Ajax conversation to scan a system."},{"id":"CAPEC-105","name":"HTTP Request Splitting","abstraction":"Detailed","severity":"High","likelihood":"Medium","summary":"An adversary abuses the flexibility and discrepancies in the parsing and interpretation of HTTP Request messages by different intermediary HTTP agents (e.g., load balancer, reverse proxy, web caching proxies, application firewalls, etc.) to split a single HTTP request into multiple unauthorized and..."}]
CWE-114	[{"id":"CAPEC-108","name":"Command Line Execution through SQL Injection","abstraction":"Detailed","severity":"Very High","likelihood":"Low","summary":"An attacker uses standard SQL injection methods to inject data into the command line for execution."},{"id":"CAPEC-640","name":"Inclusion of Code in Existing Process","abstraction":"Detailed","severity":"High","likelihood":"Low","summary":"The adversary takes advantage of a bug in an application failing to verify the integrity of the running process to execute arbitrary code in the address space of a separate live process."}]
CWE-116	[{"id":"CAPEC-73","name":"User-Controlled Filename","abstraction":"Standard","severity":"High","likelihood":"High","summary":"An attack of this type involves an adversary inserting malicious characters (such as a XSS redirection) into a filename, directly or indirectly that is then used by the target software to generate HTML text or other potentially executable content."},{"id":"CAPEC-81","name":"Web Server Logs Tampering","abstraction":"Detailed","severity":"High","likelihood":"Medium","summary":"Web Logs Tampering attacks involve an attacker injecting, deleting or otherwise tampering with the contents of web logs typically for the purposes of masking other malicious behavior."},{"id":"CAPEC-85","name":"AJAX Footprinting","abstraction":"Detailed","severity":"Low","likelihood":"High","summary":"This attack utilizes the frequent client-server roundtrips in Ajax conversation to scan a system."},{"id":"CAPEC-104","name":"Cross Zone Scripting","abstraction":"Standard","severity":"High","likelihood":"Medium","summary":"An attacker is able to cause a victim to load content into their web-browser that bypasses security zone controls and gain access to increased privileges to execute scripting code or other web objects such as unsigned ActiveX controls or applets."}]
CWE-117	[{"id":"CAPEC-81","name":"Web Server Logs Tampering","abstraction":"Detailed","severity":"High","likelihood":"Medium","summary":"Web Logs Tampering attacks involve an attacker injecting, deleting or otherwise tampering with the contents of web logs typically for the purposes of masking other malicious behavior."},{"id":"CAPEC-93","name":"Log Injection-Tampering-Forging","abstraction":"Detailed","severity":"High","likelihood":"High","summary":"This attack targets the log files of the target host."},{"id":"CAPEC-268","name":"Audit Log Manipulation","abstraction":"Standard","summary":"The attacker injects, manipulates, deletes, or forges malicious log entries into the log file, in an attempt to mislead an audit of the log file or cover tracks of an attack."}]
CWE-118	[{"id":"CAPEC-8","name":"Buffer Overflow in an API Call","abstraction":"Detailed","severity":"High","likelihood":"High","summary":"This attack targets libraries or shared code modules which are vulnerable to buffer overflow attacks."},{"id":"CAPEC-9","name":"Buffer Overflow in Local Command-Line Utilities","abstraction":"Detailed","severity":"High","likelihood":"High","summary":"This attack targets command-line utilities available in a number of shells."},{"id":"CAPEC-10","name":"Buffer Overflow via Environment Variables","abstraction":"Detailed","severity":"High","likelihood":"High","summary":"This attack pattern involves causing a buffer overflow through manipulation of environment variables."},{"id":"CAPEC-14","name":"Client-side Injection-induced Buffer Overflow","abstraction":"Detailed","severity":"High","likelihood":"Medium","summary":"This type of attack exploits a buffer overflow vulnerability in targeted client software through injection of malicious content from a custom-built hostile service."},{"id":"CAPEC-24","name":"Filter Failure through Buffer Overflow","abstraction":"Detailed","severity":"High","likelihood":"High","summary":"In this attack, the idea is to cause an active filter to fail by causing an oversized transaction."},{"id":"CAPEC-45","name":"Buffer Overflow via Symbolic Links","abstraction":"Detailed","severity":"High","likelihood":"High","summary":"This type of attack leverages the use of symbolic links to cause buffer overflows."},{"id":"CAPEC-46","name":"Overflow Variables and Tags","abstraction":"Detailed","severity":"High","likelihood":"High","summary":"This type of attack leverages the use of tags or variables from a formatted configuration data to cause buffer overflow."},{"id":"CAPEC-47","name":"Buffer Overflow via Parameter Expansion","abstraction":"Detailed","severity":"High","likelihood":"Medium","summary":"In this attack, the target software is given input that the adversary knows will be modified and expanded in size during processing."}]
CWE-1188	[{"id":"CAPEC-665","name":"Exploitation of Thunderbolt Protection Flaws","abstraction":"Detailed","severity":"Very High","likelihood":"Low","summary":"An adversary leverages a firmware weakness within the Thunderbolt protocol, on a computing device to manipulate Thunderbolt controller firmware in order to exploit vulnerabilities in the implementation of authorization and verification schemes within Thunderbolt protection mechanisms."}]
